ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block],Result Type
2027,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2028,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,51","81,90",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2029,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,61","19,52",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2030,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,70","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2031,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,10","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2032,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,34","0,00","47,12","81,93",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2033,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2034,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,05","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2035,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2036,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"50,05","0,00","47,11","81,19",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2037,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2038,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2039,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","95,08","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2040,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,34","0,00","47,68","82,23",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2041,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2042,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,79","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2043,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2044,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,22","0,00","47,23","82,46",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2045,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,91","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2046,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,17","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2047,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2048,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,76","0,00","47,17","81,93",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2049,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,37","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2050,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2051,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,70","0,00","94,75","18,94",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2052,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,32","81,53",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2053,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,38","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2054,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2055,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,73","0,00","94,94","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2056,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,34","0,00","47,81","82,21",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2057,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,30","0,00","97,89","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2058,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2059,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2060,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,27","82,37",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2061,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,46","0,00","97,55","19,51",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2062,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","95,13","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2063,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,12","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2064,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,63","0,00","47,32","81,80",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2065,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,43","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2066,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,03","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2067,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","95,09","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2068,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"50,05","0,00","47,55","81,15",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2069,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2070,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2071,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","94,87","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2072,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,89","0,00","47,75","81,75",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2073,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,46","0,00","97,53","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2074,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2075,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,57","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2076,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,12","0,00","47,00","82,80",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2077,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,91","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2078,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2079,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,79","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2080,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,47","81,97",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2081,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,60","19,52",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2082,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,00","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2083,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,91","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2084,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,36","81,87",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2085,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,14","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2086,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,90","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2087,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,66","0,00","95,05","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2088,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,41","0,00","47,22","81,59",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2089,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,02","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2090,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,81","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2091,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","95,13","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2092,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,73","0,00","47,36","81,49",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2093,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,13","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2094,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,89","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2095,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,02","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2096,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,31","0,00","47,18","82,39",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2097,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2098,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,83","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2099,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,94","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2100,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,14","82,04",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2101,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,81","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2102,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2103,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2104,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,38","0,00","47,32","82,56",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2105,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,05","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2106,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,85","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2107,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,82","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2108,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,28","0,00","47,31","81,98",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2109,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,83","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2110,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,86","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2111,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2112,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,98","0,00","47,60","81,01",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2113,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2114,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,86","0,00","94,93","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2115,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2116,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,49","81,79",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2117,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2118,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,18","0,00","94,97","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2119,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2120,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,63","0,00","47,29","81,89",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2121,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,90","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2122,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2123,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,66","0,00","95,15","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2124,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,18","81,73",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2125,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,08","0,00","97,85","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2126,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2127,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,05","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2128,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,73","0,00","47,25","82,02",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2129,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,11","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2130,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2131,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,66","0,00","94,96","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2132,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,56","81,86",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2133,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2134,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,80","18,95",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2135,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,89","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2136,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,70","0,00","47,21","81,88",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2137,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,19","0,00","97,91","19,58",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2138,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2139,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","95,14","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2140,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,57","0,00","47,93","81,75",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2141,0.00,encode_blocks_kernel,encode_blocks_kernel..,"552,51","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2142,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,14","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2143,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,92","0,00","94,98","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2144,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,44","0,00","47,68","81,76",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2145,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,18","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2146,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,66","0,00","95,07","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2147,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,95","0,00","95,11","19,01",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2148,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,19","82,37",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2149,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,27","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2150,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2151,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","95,17","19,02",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2152,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,60","0,00","47,88","81,74",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2153,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,24","0,00","97,84","19,56",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2154,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2155,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,89","0,00","94,88","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2156,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,34","81,96",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2157,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,84","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2158,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,82","0,00","94,86","18,96",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2159,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,01","18,99",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2160,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,63","0,00","47,59","82,15",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2161,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,52","19,50",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2162,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,08","0,00","94,94","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2163,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,24","0,00","94,89","18,97",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2164,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,54","0,00","47,22","81,93",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2165,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,88","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2166,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,02","0,00","94,76","18,94",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2167,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,70","0,00","94,72","18,93",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2168,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,89","0,00","47,66","81,82",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2169,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,21","0,00","97,86","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
2170,0.00,encode_blocks_kernel,encode_blocks_kernel..,"141,98","0,00","95,08","19,00",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2171,0.00,encode_blocks_kernel,encode_blocks_kernel..,"142,21","0,00","94,95","18,98",34,"  900,    1,    1","  256,    1,    1",Kernel: SIMT
2172,0.00,rgb_to_ycbcr_kernel,rgb_to_ycbcr_kernel..,"49,47","0,00","47,31","82,00",16,"   80,   45,    1","   16,   16,    1",Kernel: SIMT
2173,0.00,encode_blocks_kernel,encode_blocks_kernel..,"550,56","0,00","97,87","19,57",34," 3600,    1,    1","  256,    1,    1",Kernel: SIMT
